No,year,month,day,hour,season,PM_Jingan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
26753,2013,1,19,16,4,52,1,53.53,1025,10,SE,15,0,0
26754,2013,1,19,17,4,46,2,61.51,1025,9,SE,20,0,0
26755,2013,1,19,18,4,44,2,61.51,1026,9,SE,24,0,0
26756,2013,1,19,19,4,41,3,70.67,1027,8,SE,28,0,0
26757,2013,1,19,20,4,34,3,70.67,1027,8,SE,33,0,0
26758,2013,1,19,21,4,29,3,70.67,1027,8,SE,38,0,0
26759,2013,1,19,22,4,25,3,70.67,1027,8,SE,42,0,0
26760,2013,1,19,23,4,29,3,70.67,1027,8,SE,47,0,0
26761,2013,1,20,0,4,26,4,75.84,1026,8,SE,53,0,0
26762,2013,1,20,1,4,22,4,75.84,1026,8,SE,58,0,0
26763,2013,1,20,2,4,23,4,75.84,1025,8,SE,63,0,0
26764,2013,1,20,3,4,18,5,81.34,1025,8,SE,67,0,0
26765,2013,1,20,4,4,21,5,81.34,1024,8,SE,71,0,0
26766,2013,1,20,5,4,19,5,81.34,1024,8,SE,75,0,0
26767,2013,1,20,6,4,22,6,81.48,1024,9,SE,79,0,0
26768,2013,1,20,7,4,20,7,81.61,1024,10,SE,84,0,0
26769,2013,1,20,8,4,25,8,81.75,1024,11,SE,89,0,0
26770,2013,1,20,9,4,25,8,81.75,1025,11,SE,94,0,0
26771,2013,1,20,10,4,30,9,81.88,1025,12,SE,98,0,0
26772,2013,1,20,11,4,43,10,76.84,1024,14,SE,101,0,0
26773,2013,1,20,12,4,50,10,76.84,1023,14,SE,106,0,0
26774,2013,1,20,13,4,48,10,76.84,1022,14,SE,110,0,0
26775,2013,1,20,14,4,48,11,82.14,1021,14,SE,113,0,0
26776,2013,1,20,15,4,51,11,77.01,1021,15,SE,116,0,0
26777,2013,1,20,16,4,57,11,77.01,1021,15,SE,119,0,0
26778,2013,1,20,17,4,60,11,82.14,1021,14,SE,122,0,0
26779,2013,1,20,18,4,51,11,87.66,1021,13,SE,125,0,0
26780,2013,1,20,19,4,43,10,82.01,1021,13,SE,127,0,0
26781,2013,1,20,20,4,50,11,87.66,1021,13,SE,130,0,0
26782,2013,1,20,21,4,49,11,87.66,1021,13,SE,133,0,0
26783,2013,1,20,22,4,48,11,87.66,1021,13,SE,136,0,0
26784,2013,1,20,23,4,42,11,93.6,1020,12,SE,138,0,0
26785,2013,1,21,0,4,50,11,93.6,1020,12,SE,139,0,0
26786,2013,1,21,1,4,52,11,93.6,1020,12,SE,140,0,0
26787,2013,1,21,2,4,49,11,93.6,1019,12,SW,1,0,0
26788,2013,1,21,3,4,51,11,93.6,1020,12,NW,2,0.1,0.1
26789,2013,1,21,4,4,52,11,93.6,1019,12,cv,0,0,0
26790,2013,1,21,5,4,68,11,100,1020,11,NW,3,0,0
26791,2013,1,21,6,4,127,11,100,1021,11,NW,7,0,0
26792,2013,1,21,7,4,214,9,93.5,1021,10,NW,13,0,0
26793,2013,1,21,8,4,291,8,87.38,1022,10,NW,19,0,0
26794,2013,1,21,9,4,213,7,87.28,1023,9,NW,24,0,0
26795,2013,1,21,10,4,153,7,87.28,1023,9,NW,29,0,0
26796,2013,1,21,11,4,134,6,81.48,1023,9,NW,35,0,0
26797,2013,1,21,12,4,131,6,87.19,1023,8,NW,40,0,0
26798,2013,1,21,13,4,135,6,87.19,1022,8,NW,46,0,0
26799,2013,1,21,14,4,124,5,81.34,1022,8,NW,51,0,0
26800,2013,1,21,15,4,109,5,87.09,1022,7,NW,58,0,0
26801,2013,1,21,16,4,96,4,81.2,1023,7,NW,64,0,0
26802,2013,1,21,17,4,92,4,86.99,1023,6,NW,71,0,0
26803,2013,1,21,18,4,76,4,86.99,1024,6,NW,77,0.9,0.9
26804,2013,1,21,19,4,75,4,93.24,1025,5,NW,83,0.5,1.4
26805,2013,1,21,20,4,77,4,93.24,1025,5,NW,88,0.4,1.8
26806,2013,1,21,21,4,86,3,86.89,1026,5,NW,93,0.8,2.6
26807,2013,1,21,22,4,87,3,93.19,1026,4,NW,98,0.8,3.4
26808,2013,1,21,23,4,91,3,93.19,1026,4,NW,103,0.2,3.6
26809,2013,1,22,0,4,109,3,93.19,1026,4,NW,108,0,0
26810,2013,1,22,1,4,122,3,93.19,1027,4,NW,112,0,0
26811,2013,1,22,2,4,119,3,93.19,1027,4,NW,117,0,0
26812,2013,1,22,3,4,112,3,93.19,1026,4,NW,122,0,0
26813,2013,1,22,4,4,104,3,93.19,1026,4,NW,127,0,0
26814,2013,1,22,5,4,96,3,93.19,1027,4,NW,133,0,0
26815,2013,1,22,6,4,101,3,93.19,1027,4,NW,138,0,0
26816,2013,1,22,7,4,104,3,93.19,1027,4,NW,143,0,0
26817,2013,1,22,8,4,103,3,86.89,1028,5,NW,147,0,0
26818,2013,1,22,9,4,116,3,86.89,1028,5,NW,152,0,0
26820,2013,1,22,11,4,142,3,93.19,1028,4,NE,5,0,0
26821,2013,1,22,12,4,127,2,86.79,1027,4,NE,9,0,0
26822,2013,1,22,13,4,122,2,86.79,1026,4,NE,13,0,0
26823,2013,1,22,14,4,131,2,86.79,1026,4,NW,4,0,0
26824,2013,1,22,15,4,116,1,75.32,1025,5,NW,9,0,0
26825,2013,1,22,16,4,94,1,75.32,1025,5,NE,5,0,0
26826,2013,1,22,17,4,94,0,75.14,1025,4,NE,9,0,0
26827,2013,1,22,18,4,97,0,75.14,1026,4,NW,4,0,0
26828,2013,1,22,19,4,104,0,75.14,1026,4,NW,7,0,0
26829,2013,1,22,20,4,113,0,75.14,1026,4,NW,10,0,0
26830,2013,1,22,21,4,122,0,75.14,1026,4,NW,13,0,0
26831,2013,1,22,22,4,127,0,75.14,1026,4,NW,17,0,0
26832,2013,1,22,23,4,142,0,75.14,1026,4,NW,20,0,0
26833,2013,1,23,0,4,156,0,75.14,1026,4,NW,23,0,0
26834,2013,1,23,1,4,166,0,75.14,1026,4,NW,26,0,0
26835,2013,1,23,2,4,168,-1,74.96,1026,3,NW,29,0,0
26836,2013,1,23,3,4,173,0,80.63,1026,3,NW,32,0,0
26837,2013,1,23,4,4,179,0,80.63,1025,3,NW,33,0,0
26838,2013,1,23,5,4,184,0,80.63,1025,3,NW,35,0,0
26839,2013,1,23,6,4,168,1,80.78,1025,4,NW,37,0,0
26840,2013,1,23,7,4,163,1,80.78,1026,4,NW,40,0,0
26841,2013,1,23,8,4,168,1,80.78,1026,4,NW,43,0,0
26842,2013,1,23,9,4,148,0,75.14,1026,4,NW,46,0,0
26843,2013,1,23,10,4,132,-2,60.51,1026,5,NW,51,0,0
26844,2013,1,23,11,4,128,-1,65.13,1025,5,NW,56,0,0
26845,2013,1,23,12,4,126,-1,65.13,1024,5,NW,62,0,0
26846,2013,1,23,13,4,129,-1,56.72,1023,7,NW,68,0,0
26847,2013,1,23,14,4,136,-1,56.72,1022,7,NW,73,0,0
26848,2013,1,23,15,4,143,-1,52.98,1022,8,NW,78,0,0
26849,2013,1,23,16,4,151,-1,56.72,1022,7,NW,82,0,0
26850,2013,1,23,17,4,150,-1,56.72,1022,7,NW,85,0,0
26851,2013,1,23,18,4,148,-1,60.76,1022,6,NW,87,0,0
26852,2013,1,23,19,4,159,-1,65.13,1022,5,NW,89,0,0
26853,2013,1,23,20,4,168,-1,65.13,1022,5,NE,1,0,0
26854,2013,1,23,21,4,182,-1,65.13,1022,5,NE,2,0,0
26855,2013,1,23,22,4,181,-1,74.96,1022,3,SW,2,0,0
26856,2013,1,23,23,4,181,-1,80.49,1022,2,SW,4,0,0
26857,2013,1,24,0,4,188,0,80.63,1022,3,SW,6,0,0
26858,2013,1,24,1,4,192,-1,74.96,1021,3,SE,2,0,0
26859,2013,1,24,2,4,180,-1,80.49,1021,2,SW,1,0,0
26860,2013,1,24,3,4,175,-1,80.49,1021,2,SW,2,0,0
26861,2013,1,24,4,4,172,0,86.58,1020,2,SE,1,0,0
26862,2013,1,24,5,4,175,-1,86.47,1020,1,SW,1,0,0
26863,2013,1,24,6,4,169,-1,86.47,1020,1,cv,0,0,0
26864,2013,1,24,7,4,175,-2,86.37,1021,0,SW,1,0,0
26865,2013,1,24,8,4,194,0,86.58,1022,2,NE,3,0,0
26866,2013,1,24,9,4,223,2,80.92,1022,5,NE,5,0,0
26867,2013,1,24,10,4,233,2,70.47,1023,7,NW,3,0,0
26868,2013,1,24,11,4,223,2,57.51,1022,10,NW,7,0,0
26869,2013,1,24,12,4,240,3,61.76,1021,10,NW,12,0,0
26870,2013,1,24,13,4,271,3,61.76,1021,10,NW,18,0,0
26871,2013,1,24,14,4,260,2,70.47,1022,7,NE,7,0,0
26872,2013,1,24,15,4,210,2,75.49,1022,6,NW,5,0,0
26873,2013,1,24,16,4,220,2,75.49,1023,6,NW,11,0,0
26874,2013,1,24,17,4,221,1,75.32,1023,5,NW,17,0,0
26875,2013,1,24,18,4,204,0,75.14,1025,4,NE,5,0,0
26876,2013,1,24,19,4,208,-1,74.96,1026,3,NW,7,0,0
26877,2013,1,24,20,4,221,-1,80.49,1026,2,NE,5,0,0
26878,2013,1,24,21,4,232,-1,80.49,1026,2,NW,4,0,0
26879,2013,1,24,22,4,235,-1,80.49,1027,2,NW,8,0,0
26880,2013,1,24,23,4,230,-1,86.47,1027,1,NW,11,0,0
26881,2013,1,25,0,4,232,-1,86.47,1027,1,NW,14,0,0
26882,2013,1,25,1,4,220,-2,86.37,1027,0,NW,16,0,0
26883,2013,1,25,2,4,190,-2,86.37,1027,0,NW,18,0,0
26884,2013,1,25,3,4,200,-3,86.26,1027,-1,SW,2,0,0
26885,2013,1,25,4,4,237,-2,92.91,1026,-1,SW,3,0,0
26886,2013,1,25,5,4,261,-1,92.96,1026,0,SW,6,0,0
26887,2013,1,25,6,4,265,-2,92.91,1026,-1,cv,0,0,0
26888,2013,1,25,7,4,259,-2,92.91,1026,-1,SE,1,0,0
26889,2013,1,25,8,4,268,-1,92.96,1026,0,SW,2,0,0
26890,2013,1,25,9,4,253,2,93.13,1026,3,SW,4,0,0
26891,2013,1,25,10,4,232,0,75.14,1026,4,SW,6,0,0
26892,2013,1,25,11,4,189,-4,45.4,1026,7,SW,8,0,0
26893,2013,1,25,12,4,153,-2,49.22,1025,8,SW,11,0,0
26894,2013,1,25,13,4,153,-5,36.74,1024,9,SW,14,0,0
26895,2013,1,25,14,4,140,-7,31.53,1023,9,SW,17,0,0
26896,2013,1,25,15,4,123,-5,36.74,1022,9,SW,20,0,0
26897,2013,1,25,16,4,141,-6,34.05,1022,9,SW,23,0,0
26898,2013,1,25,17,4,161,-3,48.93,1022,7,SW,28,0,0
26899,2013,1,25,18,4,133,-7,41.48,1022,5,SW,32,0,0
26900,2013,1,25,19,4,118,-7,41.48,1022,5,SE,3,0,0
26901,2013,1,25,20,4,129,-5,51.84,1022,4,SE,6,0,0
26902,2013,1,25,21,4,146,-3,64.66,1022,3,SE,9,0,0
26903,2013,1,25,22,4,147,-2,69.64,1022,3,SE,12,0,0
26904,2013,1,25,23,4,147,-1,74.96,1022,3,SE,14,0,0
26905,2013,1,26,0,4,135,-1,74.96,1022,3,SE,16,0,0
26906,2013,1,26,1,4,120,-1,74.96,1021,3,SE,17,0,0
26907,2013,1,26,2,4,109,-1,80.49,1022,2,SE,18,0,0
26908,2013,1,26,3,4,107,-1,86.47,1021,1,SE,19,0,0
26909,2013,1,26,4,4,112,-2,86.37,1021,0,SW,1,0,0
26910,2013,1,26,5,4,115,-2,86.37,1021,0,cv,0,0,0
26911,2013,1,26,6,4,122,-1,92.96,1021,0,SE,1,0,0
26912,2013,1,26,7,4,134,-2,86.37,1022,0,cv,0,0,0
26913,2013,1,26,8,4,151,0,86.58,1023,2,cv,1,0,0
26914,2013,1,26,9,4,176,2,80.92,1023,5,cv,2,0,0
26915,2013,1,26,10,4,203,1,65.59,1024,7,NW,2,0,0
26916,2013,1,26,11,4,205,0,49.8,1024,10,NW,5,0,0
26917,2013,1,26,12,4,199,-3,37.36,1023,11,NE,4,0,0
26918,2013,1,26,13,4,162,-3,34.97,1022,12,NE,7,0,0
26919,2013,1,26,14,4,156,-4,34.66,1022,11,NE,11,0,0
26920,2013,1,26,15,4,154,-2,40.23,1023,11,NE,15,0,0
26921,2013,1,26,16,4,169,-2,40.23,1023,11,NE,19,0,0
26922,2013,1,26,17,4,214,-1,49.51,1024,9,NE,24,0,0
26923,2013,1,26,18,4,211,-1,52.98,1025,8,NE,28,0,0
26924,2013,1,26,19,4,204,0,61.01,1026,7,NE,34,0,0
26925,2013,1,26,20,4,128,2,75.49,1026,6,NE,38,0,0
26926,2013,1,26,21,4,85,2,75.49,1027,6,NE,42,0,0
26927,2013,1,26,22,4,67,2,80.92,1027,5,NE,46,0,0
26928,2013,1,26,23,4,55,1,75.32,1027,5,NE,51,0,0
26929,2013,1,27,0,4,49,1,75.32,1028,5,NE,55,0,0
26930,2013,1,27,1,4,46,1,80.78,1028,4,NE,59,0,0
26931,2013,1,27,2,4,41,0,75.14,1028,4,NE,62,0,0
26932,2013,1,27,3,4,35,0,80.63,1028,3,NE,64,0,0
26933,2013,1,27,4,4,31,-1,86.47,1028,1,NE,67,0,0
26934,2013,1,27,5,4,34,-1,86.47,1028,1,NE,70,0,0
26935,2013,1,27,6,4,29,-1,80.49,1028,2,NE,72,0,0
26936,2013,1,27,7,4,26,-1,80.49,1029,2,NE,75,0,0
26937,2013,1,27,8,4,25,0,80.63,1030,3,NE,77,0,0
26938,2013,1,27,9,4,26,0,70.06,1030,5,NE,79,0,0
26939,2013,1,27,10,4,29,-1,60.76,1031,6,NE,81,0,0
26940,2013,1,27,11,4,33,-2,52.7,1031,7,NW,3,0,0
26941,2013,1,27,12,4,28,-3,45.7,1030,8,NE,2,0,0
26942,2013,1,27,13,4,32,-2,49.22,1029,8,cv,2,0,0
26943,2013,1,27,14,4,39,-4,39.63,1029,9,NE,3,0,0
26944,2013,1,27,15,4,51,-4,39.63,1029,9,NE,5,0,0
26945,2013,1,27,16,4,48,-7,31.53,1029,9,NE,7,0,0
26946,2013,1,27,17,4,52,-6,36.44,1029,8,NE,9,0,0
26947,2013,1,27,18,4,43,-2,52.7,1030,7,SE,3,0,0
26948,2013,1,27,19,4,37,-1,60.76,1030,6,SE,6,0,0
26949,2013,1,27,20,4,33,-1,65.13,1030,5,SE,10,0,0
26950,2013,1,27,21,4,28,-1,69.85,1030,4,SE,13,0,0
26951,2013,1,27,22,4,30,-1,69.85,1030,4,SE,16,0,0
26952,2013,1,27,23,4,27,-1,74.96,1030,3,SE,18,0,0
26953,2013,1,28,0,4,26,-1,74.96,1029,3,SE,21,0,0
26954,2013,1,28,1,4,26,-2,69.64,1029,3,SE,24,0,0
26955,2013,1,28,2,4,24,-2,69.64,1028,3,SE,27,0,0
26956,2013,1,28,3,4,26,-2,80.34,1028,1,SW,2,0,0
26957,2013,1,28,4,4,31,-2,80.34,1028,1,SE,2,0,0
26958,2013,1,28,5,4,29,-2,74.78,1027,2,SE,4,0,0
26959,2013,1,28,6,4,24,-2,80.34,1028,1,SE,5,0,0
26960,2013,1,28,7,4,25,-1,86.47,1028,1,SE,8,0,0
26961,2013,1,28,8,4,46,0,75.14,1028,4,SE,11,0,0
26962,2013,1,28,9,4,47,-1,60.76,1028,6,SE,16,0,0
26963,2013,1,28,10,4,58,-4,39.63,1028,9,SW,6,0,0
26964,2013,1,28,11,4,62,-4,34.66,1028,11,SW,13,0,0
26965,2013,1,28,12,4,67,-3,37.36,1027,11,SW,19,0,0
26966,2013,1,28,13,4,76,-4,32.45,1026,12,SE,5,0,0
26967,2013,1,28,14,4,81,-4,32.45,1025,12,SW,5,0,0
26968,2013,1,28,15,4,82,-2,37.66,1024,12,SE,5,0,0
26969,2013,1,28,16,4,78,-2,37.66,1024,12,SE,10,0,0
26970,2013,1,28,17,4,67,-1,46.29,1024,10,SE,15,0,0
26971,2013,1,28,18,4,53,0,53.26,1024,9,SE,18,0,0
26972,2013,1,28,19,4,52,1,61.26,1024,8,SE,22,0,0
26973,2013,1,28,20,4,46,2,65.82,1024,8,SE,26,0,0
26974,2013,1,28,21,4,39,2,70.47,1024,7,SE,31,0,0
26975,2013,1,28,22,4,36,2,70.47,1024,7,SE,37,0,0
26976,2013,1,28,23,4,36,2,70.47,1024,7,SE,42,0,0
26977,2013,1,29,0,4,33,3,75.67,1023,7,SE,47,0,0
26978,2013,1,29,1,4,33,3,75.67,1023,7,SE,53,0,0
26979,2013,1,29,2,4,36,3,75.67,1023,7,SE,58,0,0
26980,2013,1,29,3,4,26,3,75.67,1023,7,SE,61,0,0
26981,2013,1,29,4,4,26,3,75.67,1023,7,SE,66,0,0
26982,2013,1,29,5,4,27,3,70.67,1022,8,SE,70,0,0
26983,2013,1,29,6,4,30,3,70.67,1022,8,SE,73,0,0
26984,2013,1,29,7,4,34,3,70.67,1023,8,SE,77,0,0
26985,2013,1,29,8,4,37,4,75.84,1023,8,SE,80,0,0
26986,2013,1,29,9,4,44,4,66.27,1023,10,SE,84,0,0
26987,2013,1,29,10,4,50,4,62,1024,11,SW,4,0,0
26988,2013,1,29,11,4,60,4,54.35,1023,13,SW,8,0,0
26989,2013,1,29,12,4,74,3,44.49,1023,15,SW,11,0,0
26990,2013,1,29,13,4,87,3,44.49,1022,15,SW,14,0,0
26991,2013,1,29,14,4,115,2,41.43,1022,15,NW,5,0,0
26992,2013,1,29,15,4,144,3,47.46,1022,14,NW,9,0,0
26993,2013,1,29,16,4,179,3,47.46,1023,14,NW,12,0,0
26994,2013,1,29,17,4,199,4,54.35,1023,13,NW,14,0,0
26995,2013,1,29,18,4,211,4,54.35,1023,13,cv,2,0,0
26996,2013,1,29,19,4,217,4,62,1024,11,NW,2,0,0
26997,2013,1,29,20,4,221,3,70.67,1025,8,SW,2,0,0
26998,2013,1,29,21,4,223,4,70.88,1025,9,NE,1,0,0
26999,2013,1,29,22,4,237,3,75.67,1025,7,SW,1,0,0
27000,2013,1,29,23,4,245,4,81.2,1025,7,SW,2,0,0
27001,2013,1,30,0,4,252,3,81.06,1026,6,cv,0,0,0
27002,2013,1,30,1,4,247,3,86.89,1026,5,SW,1,0,0
27003,2013,1,30,2,4,244,3,86.89,1026,5,cv,0,0,0
27004,2013,1,30,3,4,244,3,86.89,1026,5,cv,0,0,0
27005,2013,1,30,4,4,239,1,86.68,1026,3,SW,1,0,0
27006,2013,1,30,5,4,241,2,86.79,1026,4,SW,2,0,0
27007,2013,1,30,6,4,232,2,86.79,1027,4,SE,1,0,0
27008,2013,1,30,7,4,224,2,93.13,1027,3,cv,0,0,0
27009,2013,1,30,8,4,235,4,93.24,1027,5,SW,1,0,0
27010,2013,1,30,9,4,245,5,71.07,1027,10,SE,2,0,0
27011,2013,1,30,10,4,255,4,54.35,1027,13,SE,6,0,0
27012,2013,1,30,11,4,241,4,47.74,1027,15,SE,10,0,0
27013,2013,1,30,12,4,193,2,38.86,1026,16,SE,15,0,0
27014,2013,1,30,13,4,193,3,39.16,1025,17,SE,19,0,0
27015,2013,1,30,14,4,196,2,38.86,1024,16,SE,25,0,0
27016,2013,1,30,15,4,205,2,38.86,1024,16,SE,31,0,0
27017,2013,1,30,16,4,234,3,44.49,1024,15,SE,36,0,0
27018,2013,1,30,17,4,204,4,50.92,1024,14,SE,41,0,0
27019,2013,1,30,18,4,123,6,62.48,1025,13,SE,47,0,0
27020,2013,1,30,19,4,71,8,76.52,1024,12,SE,52,0,0
27021,2013,1,30,20,4,56,8,81.75,1025,11,SE,58,0,0
27022,2013,1,30,21,4,40,8,81.75,1024,11,SE,65,0,0
27023,2013,1,30,22,4,39,7,76.35,1024,11,SE,72,0,0
27025,2013,1,31,0,4,28,8,81.75,1024,11,SE,83,0,0
27026,2013,1,31,1,4,25,8,81.75,1024,11,SE,89,0,0
27027,2013,1,31,2,4,22,9,87.47,1023,11,SE,94,0,0
27028,2013,1,31,3,4,19,9,87.47,1022,11,SE,100,0,0
27029,2013,1,31,4,4,24,9,87.47,1022,11,SE,106,0,0
27030,2013,1,31,5,4,17,9,87.47,1021,11,SE,113,0,0
27031,2013,1,31,6,4,20,10,87.57,1022,12,SE,121,0,0
27032,2013,1,31,7,4,28,10,87.57,1022,12,SE,126,0,0
27033,2013,1,31,8,4,33,10,87.57,1023,12,SE,130,0,0
27034,2013,1,31,9,4,19,10,87.57,1022,12,SE,136,0,0
27035,2013,1,31,10,4,34,11,82.14,1022,14,SE,142,0,0
27036,2013,1,31,11,4,34,10,67.57,1022,16,SE,150,0,0
27037,2013,1,31,12,4,34,8,55.41,1021,17,SE,155,0,0
27038,2013,1,31,13,4,7,7,51.75,1020,17,SE,160,0,0
27039,2013,1,31,14,4,37,7,51.75,1019,17,SE,166,0,0
27040,2013,1,31,15,4,46,6,48.31,1018,17,SE,172,0,0
27041,2013,1,31,16,4,45,6,48.31,1018,17,SE,177,0,0
27042,2013,1,31,17,4,41,7,55.15,1018,16,SE,180,0,0
27043,2013,1,31,18,4,47,8,59.04,1018,16,SE,185,0,0
27044,2013,1,31,19,4,61,8,62.95,1018,15,SE,189,0,0
27045,2013,1,31,20,4,60,8,62.95,1018,15,SE,194,0,0
27046,2013,1,31,21,4,57,9,71.85,1018,14,SE,198,0,0
27047,2013,1,31,22,4,65,9,71.85,1018,14,SE,202,0,0
27048,2013,1,31,23,4,56,10,82.01,1018,13,SE,205,0.4,0.4
27049,2013,2,1,0,4,56,10,82.01,1018,13,SE,207,1.4,1.8
27051,2013,2,1,2,4,47,11,93.6,1017,12,SE,212,2.5,6.6
27053,2013,2,1,4,4,50,11,93.6,1017,12,SE,217,7.4,15.2
27054,2013,2,1,5,4,52,11,93.6,1017,12,SW,2,3.8,19
27055,2013,2,1,6,4,52,11,93.6,1017,12,SE,2,1.7,20.7
27057,2013,2,1,8,4,63,12,93.65,1018,13,SE,4,0,0
27058,2013,2,1,9,4,66,13,100,1019,13,SW,1,0,0
27059,2013,2,1,10,4,81,12,93.65,1020,13,SW,3,0,0
27060,2013,2,1,11,4,106,12,87.75,1020,14,NW,4,0,0
27061,2013,2,1,12,4,114,13,87.84,1020,15,NW,9,0,0
27062,2013,2,1,13,4,101,12,82.27,1020,15,NW,14,0,0
27063,2013,2,1,14,4,116,12,87.75,1020,14,NW,19,0,0
27064,2013,2,1,15,4,129,12,87.75,1021,14,NW,25,0,0
27065,2013,2,1,16,4,130,11,87.66,1022,13,NW,31,0,0
27066,2013,2,1,17,4,113,10,87.57,1023,12,NE,6,0,0
27067,2013,2,1,18,4,99,9,93.5,1024,10,NE,11,0,0
27068,2013,2,1,19,4,95,9,93.5,1025,10,NE,16,0,0
27069,2013,2,1,20,4,100,8,87.38,1026,10,NE,21,0,0
27070,2013,2,1,21,4,102,8,87.38,1026,10,NE,26,0,0
27071,2013,2,1,22,4,117,8,87.38,1027,10,NE,30,0,0
27072,2013,2,1,23,4,103,7,87.28,1027,9,NE,34,0,0
27073,2013,2,2,0,4,100,6,87.19,1027,8,NE,39,0,0
27074,2013,2,2,1,4,121,5,81.34,1028,8,NE,45,0,0
27075,2013,2,2,2,4,104,5,87.09,1028,7,NE,52,0,0
27076,2013,2,2,3,4,99,5,93.29,1028,6,NE,59,0,0
27077,2013,2,2,4,4,115,5,93.29,1029,6,NE,65,0,0
27078,2013,2,2,5,4,101,5,93.29,1028,6,NE,70,0,0
27079,2013,2,2,6,4,84,5,87.09,1029,7,NE,76,0,0
27080,2013,2,2,7,4,83,4,86.99,1030,6,NE,81,0,0
27081,2013,2,2,8,4,74,3,75.67,1030,7,NE,86,0,0
27082,2013,2,2,9,4,64,3,75.67,1031,7,NE,92,0,0
27083,2013,2,2,10,4,57,2,65.82,1031,8,NE,97,0,0
27084,2013,2,2,11,4,49,3,70.67,1031,8,NE,101,0,0
27085,2013,2,2,12,4,44,2,61.51,1030,9,NE,106,0,0
27086,2013,2,2,13,4,36,2,57.51,1030,10,NE,111,0,0
27087,2013,2,2,14,4,34,2,57.51,1029,10,NE,116,0,0
27088,2013,2,2,15,4,27,2,61.51,1029,9,NE,122,0,0
27089,2013,2,2,16,4,25,1,57.25,1029,9,NE,127,0,0
27090,2013,2,2,17,4,27,1,61.26,1030,8,NE,133,0,0
27091,2013,2,2,18,4,27,1,65.59,1030,7,NE,138,0,0
27092,2013,2,2,19,4,23,1,70.27,1030,6,NE,143,0,0
27093,2013,2,2,20,4,22,1,70.27,1031,6,NE,147,0,0
27094,2013,2,2,21,4,21,1,70.27,1030,6,NE,152,0,0
27095,2013,2,2,22,4,22,2,75.49,1030,6,NE,157,0,0
27096,2013,2,2,23,4,18,2,70.47,1029,7,NE,161,0,0
27097,2013,2,3,0,4,14,3,75.67,1028,7,NE,165,0,0
27098,2013,2,3,1,4,18,3,75.67,1027,7,SE,4,0,0
27099,2013,2,3,2,4,16,3,75.67,1027,7,SE,8,0,0
27100,2013,2,3,3,4,15,3,75.67,1026,7,SE,12,0,0
27101,2013,2,3,4,4,15,3,70.67,1025,8,SE,16,0,0
27102,2013,2,3,5,4,13,3,70.67,1025,8,SE,20,0,0
27103,2013,2,3,6,4,18,4,75.84,1024,8,SE,25,0,0
27104,2013,2,3,7,4,17,4,75.84,1024,8,SE,30,0,0
27105,2013,2,3,8,4,18,5,76.01,1023,9,SE,35,0,0
27106,2013,2,3,9,4,21,5,71.07,1023,10,SE,41,0,0
27107,2013,2,3,10,4,27,6,71.27,1023,11,SE,47,0,0
27108,2013,2,3,11,4,27,5,66.49,1021,11,SE,55,0,0
27109,2013,2,3,12,4,24,6,71.27,1020,11,SE,64,0,0
27110,2013,2,3,13,4,26,7,71.47,1019,12,SE,72,0,0
27111,2013,2,3,14,4,31,8,76.52,1017,12,SE,78,0,0
27112,2013,2,3,15,4,30,9,81.88,1016,12,SE,85,0,0
27113,2013,2,3,16,4,30,9,76.68,1015,13,SE,91,0,0
27114,2013,2,3,17,4,27,9,76.68,1014,13,SE,96,0,0
27115,2013,2,3,18,4,27,9,81.88,1014,12,SE,102,0,0
27116,2013,2,3,19,4,29,9,81.88,1014,12,SE,106,0,0
27117,2013,2,3,20,4,27,10,87.57,1014,12,SE,109,0,0
27118,2013,2,3,21,4,31,9,87.47,1014,11,SE,111,0,0
27119,2013,2,3,22,4,37,10,87.57,1014,12,SE,112,0,0
27120,2013,2,3,23,4,47,10,93.55,1014,11,SW,2,0,0
27121,2013,2,4,0,4,55,10,93.55,1014,11,SW,3,0,0
27122,2013,2,4,1,4,74,10,93.55,1015,11,NW,2,0,0
27123,2013,2,4,2,4,77,8,87.38,1015,10,NW,4,0,0
27124,2013,2,4,3,4,91,8,93.45,1016,9,NW,6,0,0
27125,2013,2,4,4,4,104,9,87.47,1016,11,NW,10,0,0
27126,2013,2,4,5,4,109,9,87.47,1017,11,NW,14,0,0
27127,2013,2,4,6,4,112,9,87.47,1019,11,NW,19,0,0
27128,2013,2,4,7,4,104,8,81.75,1020,11,NW,25,0,0
27129,2013,2,4,8,4,109,8,87.38,1021,10,NW,31,0,0
27130,2013,2,4,9,4,122,7,81.61,1022,10,NW,37,0,0
27132,2013,2,4,11,4,64,5,76.01,1023,9,NE,7,0,0
27133,2013,2,4,12,4,46,6,81.48,1023,9,NE,14,0,0
27134,2013,2,4,13,4,30,6,81.48,1023,9,NE,21,0,0
27136,2013,2,4,15,4,28,5,81.34,1023,8,NE,34,0,0
27137,2013,2,4,16,4,24,5,81.34,1024,8,NE,40,0,0
27138,2013,2,4,17,4,24,4,75.84,1024,8,NE,47,0,0
27139,2013,2,4,18,4,20,3,70.67,1025,8,NE,52,0,0
27140,2013,2,4,19,4,29,3,75.67,1025,7,NE,57,0,0
27141,2013,2,4,20,4,28,3,75.67,1025,7,NE,63,0,0
27142,2013,2,4,21,4,30,3,75.67,1025,7,NE,67,0,0
