No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
41775,2014,10,7,14,3,10,41.2,1020,24,NE,27,0,0
41776,2014,10,7,15,3,10,38.82,1020,25,NE,29,0,0
41777,2014,10,7,16,3,10,41.2,1019,24,NE,33,0,0
41778,2014,10,7,17,3,12,53.1,1019,22,NE,39,0,0
41779,2014,10,7,18,3,11,49.7,1020,22,NE,43,0,0
41780,2014,10,7,19,3,11,52.83,1020,21,NE,47,0,0
41781,2014,10,7,20,3,11,56.19,1021,20,NE,50,0,0
41782,2014,10,7,21,3,11,56.19,1021,20,NE,53,0,0
41783,2014,10,7,22,3,11,56.19,1021,20,NE,56,0,0
41784,2014,10,7,23,3,11,59.78,1021,19,NE,58,0,0
41785,2014,10,8,0,3,12,63.87,1021,19,NE,60,0,0
41786,2014,10,8,1,3,12,72.42,1021,17,NE,62,0,0
41787,2014,10,8,2,3,12,67.99,1020,18,cv,0,0,0
41788,2014,10,8,3,3,12,72.42,1020,17,cv,0,0,0
41789,2014,10,8,4,3,12,77.17,1019,16,NE,2,0,0
41790,2014,10,8,5,3,13,77.32,1020,17,NE,3,0,0
41791,2014,10,8,6,3,12,77.17,1020,16,NE,5,0,0
41792,2014,10,8,7,3,14,72.78,1020,19,NE,6,0,0
41793,2014,10,8,8,3,14,60.51,1021,22,NE,8,0,0
41794,2014,10,8,9,3,13,53.36,1021,23,NE,12,0,0
41795,2014,10,8,10,3,13,53.36,1021,23,NE,15,0,0
41796,2014,10,8,11,3,13,50.24,1021,24,NE,18,0,0
41797,2014,10,8,12,3,14,53.62,1020,24,NE,23,0,0
41798,2014,10,8,13,3,14,50.51,1019,25,NE,27,0,0
41799,2014,10,8,14,3,14,53.62,1018,24,NE,31,0,0
41800,2014,10,8,15,3,14,53.62,1018,24,NE,36,0,0
41801,2014,10,8,16,3,15,60.74,1018,23,NE,41,0,0
41802,2014,10,8,17,3,15,60.74,1018,23,NE,46,0,0
41803,2014,10,8,18,3,15,64.54,1018,22,NE,50,0,0
41804,2014,10,8,19,3,15,68.61,1019,21,NE,54,0,0
41805,2014,10,8,20,3,15,68.61,1019,21,NE,58,0,0
41806,2014,10,8,21,3,15,68.61,1019,21,NE,63,0,0
41807,2014,10,8,22,3,15,72.96,1019,20,NE,68,0,0
41808,2014,10,8,23,3,15,72.96,1019,20,NE,71,0,0
41810,2014,10,9,1,3,14,72.78,1018,19,NE,77,0,0
41811,2014,10,9,2,3,14,72.78,1018,19,NE,79,0,0
41812,2014,10,9,3,3,14,72.78,1018,19,NE,82,0,0
41813,2014,10,9,4,3,14,77.48,1018,18,NE,84,0,0
41814,2014,10,9,5,3,14,77.48,1018,18,NE,87,0,0
41815,2014,10,9,6,3,13,77.32,1018,17,NE,90,0,0
41816,2014,10,9,7,3,15,72.96,1018,20,NE,92,0,0
41817,2014,10,9,8,3,15,64.54,1019,22,NE,95,0,0
41819,2014,10,9,10,3,15,53.88,1019,25,NE,101,0,0
41820,2014,10,9,11,3,14,53.62,1018,24,NE,105,0,0
41821,2014,10,9,12,3,15,53.88,1018,25,NE,109,0,0
41822,2014,10,9,13,3,16,57.44,1017,25,NE,114,0,0
41823,2014,10,9,14,3,16,57.44,1016,25,NE,118,0,0
41824,2014,10,9,15,3,15,57.2,1016,24,NE,123,0,0
41825,2014,10,9,16,3,16,60.98,1016,24,NE,128,0,0
41826,2014,10,9,17,3,16,64.76,1017,23,NE,133,0,0
41827,2014,10,9,18,3,15,64.54,1017,22,NE,138,0,0
41828,2014,10,9,19,3,15,64.54,1018,22,NE,142,0,0
41829,2014,10,9,20,3,13,56.69,1018,22,NE,146,0,0
41830,2014,10,9,21,3,14,68.4,1018,20,NE,149,0,0
41831,2014,10,9,22,3,14,72.78,1018,19,NE,153,0,0
41832,2014,10,9,23,3,15,72.96,1017,20,NE,155,0,0
41833,2014,10,10,0,3,14,77.48,1017,18,NE,157,0,0
41834,2014,10,10,1,3,16,88.11,1017,18,NW,3,0,0
41835,2014,10,10,2,3,16,88.11,1017,18,NE,3,0,0
41836,2014,10,10,3,3,17,88.2,1017,19,NE,7,0,0
41837,2014,10,10,4,3,16,82.77,1016,19,NE,11,0,0
41838,2014,10,10,5,3,16,82.77,1017,19,NE,16,0,0
41839,2014,10,10,6,3,15,72.96,1017,20,NE,19,0,0
41840,2014,10,10,7,3,16,77.79,1018,20,NE,26,0,0
41841,2014,10,10,8,3,17,77.94,1019,21,NE,31,0,0
41842,2014,10,10,9,3,17,69.01,1019,23,NE,38,0,0
41843,2014,10,10,10,3,17,64.98,1019,24,NE,43,0,0
41844,2014,10,10,11,3,17,64.98,1018,24,NE,49,0,0
41845,2014,10,10,12,3,18,65.19,1018,25,NE,55,0,0
41846,2014,10,10,13,3,16,57.44,1017,25,NE,62,0,0
41847,2014,10,10,14,3,16,54.14,1016,26,NE,68,0,0
41848,2014,10,10,15,3,16,54.14,1016,26,NE,74,0,0
41849,2014,10,10,16,3,15,53.88,1016,25,NE,80,0,0
41850,2014,10,10,17,3,16,60.98,1016,24,NE,84,0,0
41851,2014,10,10,18,3,17,69.01,1016,23,NE,90,0,0
41852,2014,10,10,19,3,18,78.09,1017,22,NE,95,0,0
41853,2014,10,10,20,3,18,83.01,1017,21,NE,101,0,0
41854,2014,10,10,21,3,17,77.94,1017,21,NE,106,0,0
41855,2014,10,10,22,3,18,83.01,1018,21,NE,112,0,0
41856,2014,10,10,23,3,18,83.01,1017,21,NE,116,0,0
41857,2014,10,11,0,3,18,88.28,1017,20,NE,120,0,0
41859,2014,10,11,2,3,17,88.2,1016,19,NE,126,0,0
41860,2014,10,11,3,3,17,93.89,1017,18,NE,129,0,0
41861,2014,10,11,4,3,18,93.94,1016,19,NE,132,0,0
41862,2014,10,11,5,3,18,93.94,1016,19,NW,3,0,0
41863,2014,10,11,6,3,18,88.28,1017,20,NE,3,0,0
41864,2014,10,11,7,3,19,93.98,1017,20,NE,6,0,0
41865,2014,10,11,8,3,20,88.45,1018,22,NE,9,0,0
41866,2014,10,11,9,3,20,78.39,1018,24,NE,15,0,0
41867,2014,10,11,10,3,19,69.4,1018,25,NE,21,0,0
41868,2014,10,11,11,3,19,65.41,1018,26,NE,27,0,0
41869,2014,10,11,12,3,18,61.44,1017,26,NE,33,0,0
41870,2014,10,11,13,3,18,61.44,1017,26,NE,38,0,0
41871,2014,10,11,14,3,18,65.19,1016,25,NE,44,0,0
41872,2014,10,11,15,3,18,61.44,1016,26,NE,51,0,0
41873,2014,10,11,16,3,18,65.19,1016,25,NE,59,0,0
41874,2014,10,11,17,3,18,69.2,1016,24,NE,66,0,0
41875,2014,10,11,18,3,18,73.5,1017,23,NE,72,0,0
41876,2014,10,11,19,3,18,78.09,1017,22,NE,79,0,0
41877,2014,10,11,20,3,17,73.32,1018,22,NE,86,0,0
41878,2014,10,11,21,3,16,68.81,1018,22,NE,92,0,0
41879,2014,10,11,22,3,16,73.14,1018,21,NE,101,0,0
41880,2014,10,11,23,3,16,73.14,1018,21,NE,106,0,0
41881,2014,10,12,0,3,17,77.94,1017,21,NE,113,0,0
41882,2014,10,12,1,3,17,77.94,1017,21,NE,119,0,0
41883,2014,10,12,2,3,16,73.14,1016,21,NE,126,0,0
41884,2014,10,12,3,3,16,73.14,1016,21,NE,132,0,0
41885,2014,10,12,4,3,16,77.79,1016,20,NE,137,0,0
41886,2014,10,12,5,3,17,82.89,1016,20,NE,143,0,0
41887,2014,10,12,6,3,17,82.89,1016,20,NE,150,0,0
41888,2014,10,12,7,3,17,82.89,1016,20,NE,156,0,0
41889,2014,10,12,8,3,17,77.94,1017,21,NE,163,0,0
41890,2014,10,12,9,3,17,73.32,1016,22,NE,171,0,0
41891,2014,10,12,10,3,16,60.98,1016,24,NE,180,0,0
41892,2014,10,12,11,3,16,57.44,1015,25,NE,191,0,0
41894,2014,10,12,13,3,15,53.88,1014,25,NE,213,0,0
41895,2014,10,12,14,3,16,54.14,1013,26,NE,223,0,0
41896,2014,10,12,15,3,14,50.51,1013,25,NE,233,0,0
41897,2014,10,12,16,3,15,57.2,1013,24,NE,242,0,0
41898,2014,10,12,17,3,15,60.74,1014,23,NE,252,0,0
41899,2014,10,12,18,3,14,64.32,1014,21,NE,262,0,0
41900,2014,10,12,19,3,15,68.61,1014,21,NE,272,0,0
41901,2014,10,12,20,3,15,68.61,1015,21,NE,280,0,0
41902,2014,10,12,21,3,15,68.61,1015,21,NE,290,0,0
41903,2014,10,12,22,3,15,68.61,1015,21,NW,10,0,0
41904,2014,10,12,23,3,14,68.4,1015,20,NE,10,0,0
41906,2014,10,13,1,3,14,72.78,1015,19,NW,19,0,0
41907,2014,10,13,2,3,14,72.78,1016,19,NW,27,0,0
41908,2014,10,13,3,3,13,68.2,1016,19,NW,37,0,0
41909,2014,10,13,4,3,13,68.2,1016,19,NW,45,0,0
41910,2014,10,13,5,3,12,67.99,1017,18,NW,56,0,0
41911,2014,10,13,6,3,12,72.42,1017,17,NW,63,0,0
41912,2014,10,13,7,3,12,72.42,1018,17,NW,71,0,0
41913,2014,10,13,8,3,11,67.78,1019,17,NW,81,0,0
41914,2014,10,13,9,3,10,59.54,1020,18,NW,89,0,0
41915,2014,10,13,10,3,10,55.93,1020,19,NW,97,0,0
41916,2014,10,13,11,3,10,52.56,1020,20,NW,106,0,0
41917,2014,10,13,12,3,9,49.15,1019,20,NW,115,0,0
41918,2014,10,13,13,3,9,46.21,1019,21,NW,125,0,0
41919,2014,10,13,14,3,8,43.19,1018,21,NW,134,0,0
41920,2014,10,13,15,3,7,40.34,1018,21,NW,142,0,0
41922,2014,10,13,17,3,8,48.87,1019,19,NW,158,0,0
41923,2014,10,13,18,3,7,48.59,1020,18,NW,165,0,0
41924,2014,10,13,19,3,8,52.02,1020,18,NW,172,0,0
41925,2014,10,13,20,3,8,52.02,1021,18,NW,178,0,0
41926,2014,10,13,21,3,6,48.31,1021,17,NW,185,0,0
41927,2014,10,13,22,3,7,55.15,1021,16,NW,190,0,0
41928,2014,10,13,23,3,7,55.15,1021,16,NW,195,0,0
41929,2014,10,14,0,3,7,58.79,1021,15,NW,199,0,0
41930,2014,10,14,1,3,6,54.88,1021,15,NW,203,0,0
41931,2014,10,14,2,3,6,58.54,1021,14,NW,207,0,0
41932,2014,10,14,3,3,6,58.54,1021,14,NW,211,0,0
41933,2014,10,14,4,3,6,58.54,1021,14,NW,216,0,0
41934,2014,10,14,5,3,6,58.54,1021,14,NW,221,0,0
41935,2014,10,14,6,3,6,62.48,1022,13,NW,226,0,0
41936,2014,10,14,7,3,6,58.54,1022,14,NW,231,0,0
41937,2014,10,14,8,3,7,55.15,1022,16,NW,236,0,0
41938,2014,10,14,9,3,7,51.75,1022,17,NW,242,0,0
41939,2014,10,14,10,3,4,37.06,1022,19,NW,247,0,0
41940,2014,10,14,11,3,3,32.46,1021,20,NW,255,0,0
41941,2014,10,14,12,3,2,30.23,1020,20,NW,263,0,0
41942,2014,10,14,13,3,4,32.75,1020,21,NW,270,0,0
41943,2014,10,14,14,3,2,28.43,1019,21,NW,277,0,0
41944,2014,10,14,15,3,2,28.43,1019,21,NW,284,0,0
41945,2014,10,14,16,3,2,30.23,1020,20,NW,292,0,0
41946,2014,10,14,17,3,4,37.06,1020,19,NE,6,0,0
41947,2014,10,14,18,3,3,36.77,1020,18,NE,10,0,0
41948,2014,10,14,19,3,3,39.16,1021,17,NW,4,0,0
41949,2014,10,14,20,3,4,47.74,1021,15,NE,3,0,0
41950,2014,10,14,21,3,5,51.2,1022,15,NE,5,0,0
41951,2014,10,14,22,3,6,58.54,1022,14,NE,7,0,0
41952,2014,10,14,23,3,5,51.2,1021,15,NE,9,0,0
41954,2014,10,15,1,3,7,62.71,1021,14,cv,1,0,0
41955,2014,10,15,2,3,7,66.93,1021,13,cv,1,0,0
41956,2014,10,15,3,3,7,71.47,1021,12,SW,2,0,0
41957,2014,10,15,4,3,8,76.52,1021,12,SW,3,0,0
41958,2014,10,15,5,3,8,81.75,1021,11,SW,4,0,0
41959,2014,10,15,6,3,8,81.75,1021,11,SW,6,0,0
41960,2014,10,15,7,3,8,67.15,1021,14,cv,0,0,0
41961,2014,10,15,8,3,5,48.03,1022,16,NW,3,0,0
41962,2014,10,15,9,3,2,34.24,1022,18,NW,7,0,0
41963,2014,10,15,10,3,1,28.14,1021,20,NW,11,0,0
41964,2014,10,15,11,3,1,26.46,1021,21,NW,14,0,0
41965,2014,10,15,12,3,3,28.71,1020,22,NW,18,0,0
41966,2014,10,15,13,3,3,27.02,1019,23,NW,23,0,0
41967,2014,10,15,14,3,2,26.74,1018,22,NW,27,0,0
41968,2014,10,15,15,3,3,27.02,1018,23,NW,30,0,0
41969,2014,10,15,16,3,5,33.05,1018,22,NW,33,0,0
41970,2014,10,15,17,3,7,40.34,1018,21,SW,4,0,0
41971,2014,10,15,18,3,7,42.9,1019,20,SW,7,0,0
41972,2014,10,15,19,3,7,45.65,1019,19,SW,9,0,0
41973,2014,10,15,20,3,6,45.36,1020,18,SW,10,0,0
41974,2014,10,15,21,3,7,48.59,1020,18,SE,3,0,0
41975,2014,10,15,22,3,9,55.67,1021,18,SE,6,0,0
41976,2014,10,15,23,3,9,59.29,1020,17,SE,9,0,0
41977,2014,10,16,0,3,10,67.57,1020,16,SE,10,0,0
41978,2014,10,16,1,3,10,67.57,1021,16,SW,2,0,0
41979,2014,10,16,2,3,10,72.04,1021,15,cv,1,0,0
41980,2014,10,16,3,3,10,76.84,1021,14,SW,2,0,0
41981,2014,10,16,4,3,11,77.01,1021,15,cv,0,0,0
41982,2014,10,16,5,3,10,76.84,1022,14,cv,0,0,0
41983,2014,10,16,6,3,11,82.14,1022,14,SW,1,0,0
41984,2014,10,16,7,3,12,82.27,1023,15,SW,2,0,0
41986,2014,10,16,9,3,9,46.21,1024,21,NW,2,0,0
41987,2014,10,16,10,3,7,35.71,1023,23,NW,4,0,0
41988,2014,10,16,11,3,8,36,1023,24,NE,2,0,0
41989,2014,10,16,12,3,8,36,1023,24,NE,5,0,0
41990,2014,10,16,13,3,9,36.29,1022,25,NE,9,0,0
41991,2014,10,16,14,3,9,38.53,1022,24,NE,15,0,0
41992,2014,10,16,15,3,11,46.78,1022,23,NE,19,0,0
41993,2014,10,16,16,3,12,49.97,1022,23,NE,23,0,0
41994,2014,10,16,17,3,13,56.69,1022,22,NE,28,0,0
41995,2014,10,16,18,3,12,56.44,1023,21,NE,34,0,0
41996,2014,10,16,19,3,13,60.27,1023,21,NE,38,0,0
41997,2014,10,16,20,3,12,60.03,1024,20,NE,41,0,0
41998,2014,10,16,21,3,13,64.09,1024,20,NE,44,0,0
41999,2014,10,16,22,3,13,64.09,1024,20,NE,47,0,0
42000,2014,10,16,23,3,13,68.2,1024,19,NE,50,0,0
42002,2014,10,17,1,3,13,68.2,1023,19,NE,56,0,0
42003,2014,10,17,2,3,13,68.2,1023,19,NE,58,0,0
42004,2014,10,17,3,3,12,63.87,1023,19,NE,59,0,0
42005,2014,10,17,4,3,13,68.2,1023,19,SE,1,0,0
42006,2014,10,17,5,3,13,68.2,1023,19,NE,2,0,0
42007,2014,10,17,6,3,13,68.2,1023,19,NE,4,0,0
42008,2014,10,17,7,3,12,63.87,1023,19,NE,6,0,0
42009,2014,10,17,8,3,13,60.27,1024,21,NE,9,0,0
42010,2014,10,17,9,3,12,56.44,1024,21,SE,3,0,0
42011,2014,10,17,10,3,11,49.7,1023,22,SE,6,0,0
42012,2014,10,17,11,3,9,38.53,1022,24,SE,9,0,0
42013,2014,10,17,12,3,9,38.53,1022,24,SE,12,0,0
42014,2014,10,17,13,3,9,38.53,1021,24,SE,14,0,0
42015,2014,10,17,14,3,12,47.05,1020,24,SE,18,0,0
42016,2014,10,17,15,3,11,44.04,1020,24,SE,21,0,0
42017,2014,10,17,16,3,11,44.04,1020,24,SE,24,0,0
42018,2014,10,17,17,3,10,46.49,1020,22,SE,28,0,0
42019,2014,10,17,18,3,10,49.42,1021,21,SE,33,0,0
42020,2014,10,17,19,3,11,52.83,1021,21,SE,38,0,0
42021,2014,10,17,20,3,11,56.19,1021,20,SE,42,0,0
42022,2014,10,17,21,3,12,60.03,1022,20,SE,46,0,0
42023,2014,10,17,22,3,12,60.03,1021,20,SE,51,0,0
42024,2014,10,17,23,3,12,60.03,1021,20,SE,55,0,0
42025,2014,10,18,0,3,12,63.87,1021,19,SE,58,0,0
42026,2014,10,18,1,3,12,63.87,1020,19,SE,62,0,0
42027,2014,10,18,2,3,12,63.87,1020,19,SE,65,0,0
42028,2014,10,18,3,3,12,63.87,1020,19,NE,3,0,0
42029,2014,10,18,4,3,12,63.87,1020,19,SE,3,0,0
42030,2014,10,18,5,3,13,68.2,1020,19,SE,6,0,0
42031,2014,10,18,6,3,13,68.2,1020,19,SE,9,0,0
42032,2014,10,18,7,3,13,68.2,1021,19,SE,13,0,0
42033,2014,10,18,8,3,13,64.09,1022,20,SE,17,0,0
42034,2014,10,18,9,3,13,60.27,1022,21,SE,21,0,0
42035,2014,10,18,10,3,12,49.97,1022,23,SE,26,0,0
42036,2014,10,18,11,3,12,47.05,1022,24,SE,31,0,0
42037,2014,10,18,12,3,13,50.24,1021,24,SE,35,0,0
42038,2014,10,18,13,3,12,47.05,1020,24,SE,40,0,0
42039,2014,10,18,14,3,11,41.49,1019,25,SE,46,0,0
42040,2014,10,18,15,3,12,44.33,1019,25,SE,51,0,0
42041,2014,10,18,16,3,13,50.24,1019,24,SE,56,0,0
42042,2014,10,18,17,3,13,56.69,1020,22,SE,60,0,0
42043,2014,10,18,18,3,14,64.32,1020,21,SE,65,0,0
42044,2014,10,18,19,3,15,68.61,1020,21,SE,69,0,0
42045,2014,10,18,20,3,15,72.96,1020,20,SE,74,0,0
42046,2014,10,18,21,3,16,77.79,1021,20,SE,78,0,0
42047,2014,10,18,22,3,16,77.79,1021,20,SE,81,0,0
42048,2014,10,18,23,3,16,82.77,1020,19,SE,84,0,0
42050,2014,10,19,1,3,15,77.64,1020,19,SE,92,0,0
42051,2014,10,19,2,3,16,82.77,1019,19,SE,96,0,0
42052,2014,10,19,3,3,16,82.77,1019,19,SE,99,0,0
42053,2014,10,19,4,3,17,82.89,1018,20,SE,103,0,0
42054,2014,10,19,5,3,17,82.89,1018,20,SE,107,0,0
42055,2014,10,19,6,3,17,82.89,1018,20,SE,111,0,0
42056,2014,10,19,7,3,18,88.28,1019,20,SE,115,0,0
42057,2014,10,19,8,3,18,78.09,1019,22,SE,119,0,0
42058,2014,10,19,9,3,18,73.5,1019,23,SE,125,0,0
42059,2014,10,19,10,3,16,57.44,1019,25,SE,133,0,0
42060,2014,10,19,11,3,15,50.78,1018,26,SW,8,0,0
42061,2014,10,19,12,3,15,50.78,1017,26,SW,16,0,0
42062,2014,10,19,13,3,16,54.14,1016,26,SW,24,0,0
42063,2014,10,19,14,3,16,54.14,1015,26,SW,32,0,0
42064,2014,10,19,15,3,16,54.14,1015,26,SE,7,0,0
42065,2014,10,19,16,3,17,61.21,1015,25,SE,14,0,0
42066,2014,10,19,17,3,16,57.44,1015,25,SE,20,0,0
42067,2014,10,19,18,3,17,64.98,1015,24,SE,26,0,0
42068,2014,10,19,19,3,18,73.5,1016,23,SE,31,0,0
42069,2014,10,19,20,3,18,73.5,1016,23,SE,37,0,0
42070,2014,10,19,21,3,18,78.09,1016,22,SE,42,0,0
42071,2014,10,19,22,3,18,78.09,1016,22,SE,47,0,0
42072,2014,10,19,23,3,18,78.09,1016,22,SE,52,0,0
42073,2014,10,20,0,3,18,78.09,1016,22,SE,56,0,0
42074,2014,10,20,1,3,18,78.09,1015,22,SE,60,0,0
42075,2014,10,20,2,3,18,83.01,1015,21,SE,63,0,0
42076,2014,10,20,3,3,18,83.01,1014,21,SE,67,0,0
42077,2014,10,20,4,3,18,83.01,1014,21,SE,71,0,0
42078,2014,10,20,5,3,18,88.28,1014,20,SE,74,0,0
42079,2014,10,20,6,3,17,82.89,1015,20,SE,76,0,0
42080,2014,10,20,7,3,18,83.01,1015,21,SW,3,0,0
42081,2014,10,20,8,3,17,69.01,1015,23,SW,7,0,0
42082,2014,10,20,9,3,17,61.21,1015,25,SW,12,0,0
42083,2014,10,20,10,3,17,54.39,1015,27,SW,16,0,0
42084,2014,10,20,11,3,18,54.65,1015,28,SW,19,0,0
42085,2014,10,20,12,3,17,48.42,1014,29,SW,22,0,0
42086,2014,10,20,13,3,17,45.72,1012,30,SW,24,0,0
42087,2014,10,20,14,3,17,43.18,1012,31,SW,26,0,0
42088,2014,10,20,15,3,18,48.69,1012,30,SE,4,0,0
42089,2014,10,20,16,3,18,51.57,1012,29,SW,4,0,0
42090,2014,10,20,17,3,19,61.67,1012,27,SW,9,0,0
42091,2014,10,20,18,3,17,57.69,1012,26,SE,4,0,0
42092,2014,10,20,19,3,17,61.21,1013,25,SE,7,0,0
42093,2014,10,20,20,3,18,69.2,1013,24,SE,11,0,0
42094,2014,10,20,21,3,19,78.24,1013,23,SE,15,0,0
42095,2014,10,20,22,3,19,78.24,1013,23,SE,17,0,0
42096,2014,10,20,23,3,19,83.13,1013,22,SE,20,0,0
42099,2014,10,21,2,3,19,88.37,1012,21,SE,27,0,0
42100,2014,10,21,3,3,19,88.37,1012,21,SW,1,0,0
42101,2014,10,21,4,3,18,83.01,1011,21,SW,3,0,0
42102,2014,10,21,5,3,18,83.01,1011,21,SW,6,0,0
42103,2014,10,21,6,3,18,88.28,1012,20,SW,7,0,0
42104,2014,10,21,7,3,19,83.13,1012,22,SW,8,0,0
42105,2014,10,21,8,3,18,73.5,1014,23,NW,5,0,0
42106,2014,10,21,9,3,19,73.67,1014,24,NW,10,0,0
42107,2014,10,21,10,3,19,65.41,1014,26,NW,14,0,0
42108,2014,10,21,11,3,19,69.4,1014,25,NW,19,0,0
42109,2014,10,21,12,3,19,69.4,1013,25,NW,24,0,0
42110,2014,10,21,13,3,19,73.67,1013,24,NW,31,0,0
42111,2014,10,21,14,3,19,73.67,1013,24,NW,37,0,0
42112,2014,10,21,15,3,19,78.24,1013,23,NW,45,0,0
42114,2014,10,21,17,3,18,78.09,1014,22,NW,58,0,0
42115,2014,10,21,18,3,18,88.28,1016,20,NW,65,0,0
42117,2014,10,21,20,3,16,82.77,1018,19,NE,7,0,0
42118,2014,10,21,21,3,15,77.64,1018,19,NE,15,0,0
42119,2014,10,21,22,3,15,77.64,1018,19,NW,8,0,0
42120,2014,10,21,23,3,15,77.64,1018,19,NW,15,0,0
42121,2014,10,22,0,3,15,77.64,1019,19,NW,22,0,0
42122,2014,10,22,1,3,15,82.65,1019,18,NE,5,0.1,0.1
42123,2014,10,22,2,3,15,82.65,1020,18,NW,6,0,0
42124,2014,10,22,3,3,15,82.65,1019,18,NW,13,0,0
42125,2014,10,22,4,3,14,82.52,1020,17,NW,19,0,0
42126,2014,10,22,5,3,14,82.52,1020,17,NW,25,0,0
42127,2014,10,22,6,3,14,87.93,1021,16,NW,31,0,0
42128,2014,10,22,7,3,14,87.93,1022,16,NW,36,0,0
42129,2014,10,22,8,3,14,82.52,1022,17,NW,41,0,0
42130,2014,10,22,9,3,14,72.78,1023,19,NW,47,0,0
42131,2014,10,22,10,3,14,64.32,1023,21,NE,6,0,0
42132,2014,10,22,11,3,12,53.1,1022,22,NE,12,0,0
42134,2014,10,22,13,3,10,43.76,1021,23,NE,23,0,0
42135,2014,10,22,14,3,11,44.04,1021,24,NE,28,0,0
42137,2014,10,22,16,3,10,46.49,1021,22,NE,38,0,0
42153,2014,10,23,8,3,14,72.78,1023,19,cv,0,0,0
42154,2014,10,23,9,3,14,68.4,1023,20,SE,2,0,0
42155,2014,10,23,10,3,13,56.69,1022,22,SE,4,0,0
42156,2014,10,23,11,3,12,53.1,1022,22,cv,3,0,0
42157,2014,10,23,12,3,10,43.76,1020,23,SE,3,0,0
42158,2014,10,23,13,3,9,38.53,1020,24,SW,2,0,0
42159,2014,10,23,14,3,10,41.2,1019,24,cv,3,0,0
42160,2014,10,23,15,3,10,41.2,1018,24,SE,2,0,0
42161,2014,10,23,16,3,10,41.2,1018,24,SE,4,0,0
42162,2014,10,23,17,3,13,56.69,1018,22,SE,9,0,0
42163,2014,10,23,18,3,13,64.09,1018,20,SE,14,0,0
42164,2014,10,23,19,3,13,64.09,1019,20,SE,17,0,0
42165,2014,10,23,20,3,13,68.2,1020,19,SE,21,0,0
42166,2014,10,23,21,3,13,68.2,1020,19,SE,24,0,0
42167,2014,10,23,22,3,13,72.6,1020,18,SE,28,0,0
42168,2014,10,23,23,3,13,72.6,1020,18,SE,31,0,0
42169,2014,10,24,0,3,13,77.32,1019,17,SE,34,0,0
42170,2014,10,24,1,3,13,77.32,1019,17,SE,36,0,0
42171,2014,10,24,2,3,13,77.32,1019,17,SE,38,0,0
42172,2014,10,24,3,3,13,77.32,1018,17,SE,40,0,0
42173,2014,10,24,4,3,13,82.4,1018,16,SE,42,0,0
42174,2014,10,24,5,3,13,82.4,1019,16,SE,43,0,0
42175,2014,10,24,6,3,13,87.84,1019,15,SE,44,0,0
42176,2014,10,24,7,3,14,82.52,1019,17,SE,46,0,0
42177,2014,10,24,8,3,14,72.78,1020,19,SE,49,0,0
42178,2014,10,24,9,3,14,64.32,1020,21,SE,53,0,0
42179,2014,10,24,10,3,13,56.69,1020,22,SE,56,0,0
42180,2014,10,24,11,3,12,49.97,1019,23,SW,4,0,0
42181,2014,10,24,12,3,11,44.04,1019,24,SW,8,0,0
42182,2014,10,24,13,3,10,41.2,1018,24,SE,5,0,0
42183,2014,10,24,14,3,10,38.82,1017,25,SE,9,0,0
42184,2014,10,24,15,3,7,31.68,1017,25,SE,14,0,0
42185,2014,10,24,16,3,8,38.24,1017,23,SE,19,0,0
42186,2014,10,24,17,3,9,43.47,1017,22,SE,23,0,0
42187,2014,10,24,18,3,10,49.42,1018,21,SE,27,0,0
42188,2014,10,24,19,3,13,64.09,1018,20,SE,31,0,0
42189,2014,10,24,20,3,14,68.4,1019,20,SE,35,0,0
42190,2014,10,24,21,3,15,77.64,1019,19,SE,39,0,0
42191,2014,10,24,22,3,15,77.64,1019,19,SE,42,0,0
42192,2014,10,24,23,3,15,77.64,1019,19,SE,45,0,0
42194,2014,10,25,1,3,14,77.48,1019,18,SE,50,0,0
42195,2014,10,25,2,3,14,77.48,1018,18,SE,53,0,0
42196,2014,10,25,3,3,14,82.52,1018,17,SE,56,0,0
42197,2014,10,25,4,3,14,82.52,1018,17,SE,59,0,0
42198,2014,10,25,5,3,14,82.52,1018,17,SE,62,0,0
42199,2014,10,25,6,3,14,82.52,1018,17,SE,64,0,0
42200,2014,10,25,7,3,15,82.65,1019,18,SE,66,0,0
42201,2014,10,25,8,3,16,77.79,1019,20,SE,70,0,0
42202,2014,10,25,9,3,15,64.54,1019,22,SE,76,0,0
42203,2014,10,25,10,3,15,57.2,1019,24,SW,4,0,0
42204,2014,10,25,11,3,14,50.51,1018,25,SE,3,0,0
42206,2014,10,25,13,3,14,47.61,1017,26,SW,4,0,0
42207,2014,10,25,14,3,13,47.33,1017,25,SE,5,0,0
42208,2014,10,25,15,3,13,47.33,1017,25,SE,9,0,0
42209,2014,10,25,16,3,13,50.24,1017,24,SE,13,0,0
42210,2014,10,25,17,3,12,49.97,1017,23,SE,17,0,0
42211,2014,10,25,18,3,13,56.69,1017,22,SE,21,0,0
42212,2014,10,25,19,3,15,68.61,1018,21,SE,26,0,0
42213,2014,10,25,20,3,16,73.14,1018,21,SE,30,0,0
42214,2014,10,25,21,3,16,77.79,1018,20,SE,34,0,0
42215,2014,10,25,22,3,16,77.79,1018,20,SE,38,0,0
42216,2014,10,25,23,3,16,77.79,1018,20,SE,41,0,0
42217,2014,10,26,0,3,16,82.77,1018,19,SE,43,0,0
